Date,Product,Gross_Premium,Total_Incl_VAT,City,Payment_Status,Payment_Method,Policy_Start_Date,Policy_Term,Policy_Duration_Days,Policy_End_Date,Customer_ID
2025-08-30,Medical,842.0,993.56,Phoenix,Paid,Bank Transfer,2025-08-30,1Y,365,2026-08-29,CUST0237
2025-06-07,Other,1009.0,1190.62,Los Angeles,Paid,Online,2025-06-07,1Y,365,2026-06-06,CUST0238
2025-04-23,Medical,956.0,1128.08,New York,Paid,Card,2025-04-23,1Y,365,2026-04-22,CUST0239
2025-08-17,Medical,784.0,925.12,New York,Paid,Card,2025-08-17,1Y,365,2026-08-16,CUST0240
2025-02-21,Motor,919.0,1084.42,Houston,Paid,Cash,2025-02-21,1Y,365,2026-02-20,CUST0241
2025-08-01,Medical,1025.0,1209.5,New York,Paid,Cash,2025-08-01,1Y,365,2026-07-31,CUST0242
2025-02-04,Medical,749.0,883.82,New York,,Online,2025-02-04,1Y,365,2026-02-03,CUST0243
2025-08-25,Motor,724.0,854.32,New York,Paid,Card,2025-08-25,1Y,365,2026-08-24,CUST0244
2025-08-17,Other,857.0,1011.26,Atlanta,Paid,Bank Transfer,2025-08-17,1Y,365,2026-08-16,CUST0245
2025-01-31,Travel,963.0,1136.34,New York,Paid,Online,2025-01-31,1Y,365,2026-01-30,CUST0246
2025-10-03,Motor,825.0,973.5,New York,Refunded,Card,2025-10-03,1Y,365,2026-10-02,CUST0247
2025-06-01,Other,1029.0,1214.22,Houston,Paid,Card,2025-06-01,1Y,365,2026-05-31,CUST0248
2025-10-14,Travel,1039.0,1226.02,Los Angeles,Paid,Online,2025-10-14,1Y,365,2026-10-13,CUST0249
2025-01-16,Medical,913.0,1077.34,Boston,Paid,Card,2025-01-16,6M,180,2025-07-14,CUST0250
2025-03-07,Motor,851.0,1004.18,Atlanta,Paid,Cash,2025-03-07,1Y,365,2026-03-06,CUST0251
2025-06-29,Motor,716.0,844.88,Chicago,Paid,Online,2025-06-29,1Y,365,2026-06-28,CUST0252
2025-03-10,Travel,1029.0,1214.22,Chicago,Pending,Card,2025-03-10,1Y,365,2026-03-09,CUST0253
2025-05-01,Travel,1059.0,1249.62,Chicago,Paid,Cash,2025-05-01,1Y,365,2026-04-30,CUST0254
2025-08-29,Other,877.0,1034.86,New York,Paid,Bank Transfer,2025-08-29,1Y,365,2026-08-28,CUST0255
2025-02-22,Motor,907.0,1070.26,Los Angeles,Paid,Online,2025-02-22,1Y,365,2026-02-21,CUST0256
2025-09-04,Motor,1002.0,1182.36,New York,Pending,Online,2025-09-04,1Y,365,2026-09-03,CUST0257
2025-02-07,Other,978.0,1154.04,New York,Paid,Online,2025-02-07,1Y,365,2026-02-06,CUST0258
2025-03-05,Medical,754.0,889.72,Phoenix,Paid,Card,2025-03-05,1Y,365,2026-03-04,CUST0259
2025-08-02,Motor,969.0,1143.42,New York,Pending,Cash,2025-08-02,1Y,365,2026-08-01,CUST0260
2025-10-16,Medical,1070.0,1262.6,New York,Pending,Online,2025-10-16,3M,90,2026-01-13,CUST0261
2025-03-04,Motor,1001.0,1181.18,Houston,Paid,Bank Transfer,2025-03-04,1Y,365,2026-03-03,CUST0262
2025-04-20,Medical,892.0,1052.56,Chicago,Refunded,Bank Transfer,2025-04-20,1Y,365,2026-04-19,CUST0263
2025-12-03,Motor,909.0,1072.62,New York,Pending,Card,2025-12-03,1Y,365,2026-12-02,CUST0264
2025-12-27,Travel,804.0,948.72,New York,Paid,Online,2025-12-27,1Y,365,2026-12-26,CUST0265
2025-07-31,Motor,964.0,1137.52,New York,Pending,Card,2025-07-31,1Y,365,2026-07-30,CUST0266
2025-06-12,Motor,796.0,939.28,Los Angeles,Paid,Card,2025-06-12,1Y,365,2026-06-11,CUST0267
2025-05-07,Medical,837.0,987.66,Seattle,Paid,Online,2025-05-07,1Y,365,2026-05-06,CUST0268
2025-08-11,Other,806.0,951.08,Atlanta,Paid,Online,2025-08-11,1Y,365,2026-08-10,CUST0269
2025-08-04,Other,834.0,984.12,Chicago,Pending,Online,2025-08-04,1Y,365,2026-08-03,CUST0270
2025-04-18,Medical,847.0,999.46,Chicago,Paid,Bank Transfer,2025-04-18,1Y,365,2026-04-17,CUST0271
2025-01-09,Motor,733.0,864.94,Miami,Paid,Card,2025-01-09,1Y,365,2026-01-08,CUST0272
2025-02-25,Travel,987.0,1164.66,Miami,Paid,Bank Transfer,2025-02-25,6M,180,2025-08-23,CUST0273
2025-12-15,Medical,876.0,1033.68,New York,Paid,Card,2025-12-15,1Y,365,2026-12-14,CUST0274
2025-06-02,Other,1080.0,1274.4,New York,Failed,Online,2025-06-02,3M,90,2025-08-30,CUST0275
2025-06-25,Medical,772.0,910.96,Chicago,Pending,Bank Transfer,2025-06-25,3M,90,2025-09-22,CUST0276
2025-06-20,Medical,968.0,1142.24,Phoenix,Paid,Card,2025-06-20,1Y,365,2026-06-19,CUST0277
2025-10-12,Medical,771.0,909.78,New York,Failed,Card,2025-10-12,1Y,365,2026-10-11,CUST0278
2025-01-24,Motor,919.0,1084.42,Los Angeles,Pending,Card,2025-01-24,6M,180,2025-07-22,CUST0279
2025-01-31,Motor,896.0,1057.28,Los Angeles,Paid,Online,2025-01-31,1Y,365,2026-01-30,CUST0280
2025-04-11,Travel,879.0,1037.22,Los Angeles,Paid,Cash,2025-04-11,1Y,365,2026-04-10,CUST0281
2025-06-27,Motor,962.0,1135.16,Houston,,Card,2025-06-27,1Y,365,2026-06-26,CUST0282
2025-09-02,Travel,1032.0,1217.76,Miami,Paid,Card,2025-09-02,1Y,365,2026-09-01,CUST0283
2025-06-28,Motor,827.0,975.86,Houston,Paid,Card,2025-06-28,6M,180,2025-12-24,CUST0284
2025-06-10,Medical,1040.0,1227.2,Los Angeles,Paid,Card,2025-06-10,1Y,365,2026-06-09,CUST0285
2025-12-08,Other,774.0,913.32,New York,Failed,Online,2025-12-08,6M,180,2026-06-05,CUST0286
2025-02-28,Medical,817.0,964.06,Seattle,Paid,Cash,2025-02-28,1Y,365,2026-02-27,CUST0287
2025-07-28,Travel,824.0,972.32,Houston,Pending,Card,2025-07-28,1Y,365,2026-07-27,CUST0288
2025-07-17,Medical,1082.0,1276.76,New York,Failed,Cash,2025-07-17,1Y,365,2026-07-16,CUST0289
2025-06-22,Motor,747.0,881.46,Los Angeles,Paid,Card,2025-06-22,1M,30,2025-07-21,CUST0290
2025-10-21,Motor,858.0,1012.44,Seattle,Paid,Card,2025-10-21,3M,90,2026-01-18,CUST0291
2025-04-08,Other,870.0,1026.6,Dallas,Pending,Bank Transfer,2025-04-08,6M,180,2025-10-04,CUST0292
2025-12-14,Medical,1020.0,1203.6,Atlanta,Pending,Card,2025-12-14,1Y,365,2026-12-13,CUST0293
2025-05-01,Medical,894.0,1054.92,Phoenix,Paid,Bank Transfer,2025-05-01,1Y,365,2026-04-30,CUST0294
2025-07-18,Medical,1087.0,1282.66,Chicago,Paid,Online,2025-07-18,1Y,365,2026-07-17,CUST0295
2025-07-09,Motor,996.0,1175.28,Chicago,Paid,Online,2025-07-09,6M,180,2026-01-04,CUST0296
2025-11-06,Medical,982.0,1158.76,New York,Pending,Card,2025-11-06,1Y,365,2026-11-05,CUST0297
2025-06-09,Travel,1001.0,1181.18,Miami,Pending,Bank Transfer,2025-06-09,1Y,365,2026-06-08,CUST0298
2025-04-14,Other,764.0,901.52,Phoenix,Paid,Card,2025-04-14,1Y,365,2026-04-13,CUST0299
2025-01-08,Motor,880.0,1038.4,New York,Paid,Bank Transfer,2025-01-08,1Y,365,2026-01-07,CUST0300
2025-05-13,Medical,935.0,1103.3,Atlanta,Paid,Card,2025-05-13,1Y,365,2026-05-12,CUST0301
2025-10-28,Motor,783.0,923.94,Chicago,Failed,Bank Transfer,2025-10-28,1Y,365,2026-10-27,CUST0302
2025-01-04,Motor,747.0,881.46,New York,Failed,Card,2025-01-04,1Y,365,2026-01-03,CUST0303
2025-11-23,Travel,754.0,889.72,Los Angeles,Pending,Online,2025-11-23,1Y,365,2026-11-22,CUST0304
2025-07-17,Motor,1016.0,1198.88,Seattle,Paid,Online,2025-07-17,1Y,365,2026-07-16,CUST0305
2025-02-21,Motor,963.0,1136.34,Atlanta,Paid,Card,2025-02-21,1Y,365,2026-02-20,CUST0306
2025-04-20,Travel,,,Houston,Paid,Cash,2025-04-20,1Y,365,2026-04-19,CUST0307
2025-07-21,Motor,995.0,1174.1,Boston,Paid,Card,2025-07-21,1Y,365,2026-07-20,CUST0308
2025-04-25,Travel,978.0,1154.04,Atlanta,Paid,Cash,2025-04-25,1Y,365,2026-04-24,CUST0309
2025-02-09,Medical,1027.0,1211.86,Seattle,Pending,Card,2025-02-09,1Y,365,2026-02-08,CUST0310
2025-08-31,Medical,1064.0,1255.52,Seattle,Paid,Card,2025-08-31,1Y,365,2026-08-30,CUST0311
2025-09-02,Travel,1053.0,1242.54,Chicago,Paid,Cash,2025-09-02,6M,180,2026-02-28,CUST0312
2025-02-13,Travel,772.0,910.96,Dallas,Refunded,Bank Transfer,2025-02-13,1Y,365,2026-02-12,CUST0313
2025-04-13,Medical,1008.0,1189.44,Phoenix,Paid,Bank Transfer,2025-04-13,1Y,365,2026-04-12,CUST0314
2025-03-30,Medical,857.0,1011.26,Miami,Paid,Bank Transfer,2025-03-30,1Y,365,2026-03-29,CUST0315
2025-08-29,Motor,861.0,1015.98,New York,Failed,Card,2025-08-29,1Y,365,2026-08-28,CUST0316
2025-09-23,Medical,,,Dallas,Paid,Card,2025-09-23,6M,180,2026-03-21,CUST0317
2025-09-22,Other,941.0,1110.38,Boston,,Bank Transfer,2025-09-22,3M,90,2025-12-20,CUST0318
2025-12-08,Medical,868.0,1024.24,Los Angeles,Paid,Bank Transfer,2025-12-08,1Y,365,2026-12-07,CUST0319
2025-10-07,Travel,1100.0,1298.0,Boston,Pending,Card,2025-10-07,3M,90,2026-01-04,CUST0320
2025-04-27,Motor,770.0,908.6,Chicago,Paid,Card,2025-04-27,1Y,365,2026-04-26,CUST0321
2025-02-09,Medical,738.0,870.84,New York,Paid,Bank Transfer,2025-02-09,1Y,365,2026-02-08,CUST0322
2025-08-12,Other,711.0,838.98,New York,Paid,Cash,2025-08-12,1Y,365,2026-08-11,CUST0323
2025-11-30,Medical,1026.0,1210.68,Dallas,Paid,Online,2025-11-30,1Y,365,2026-11-29,CUST0324
2025-12-21,Travel,863.0,1018.34,Phoenix,Pending,Card,2025-12-21,1Y,365,2026-12-20,CUST0325
2025-03-25,Motor,875.0,1032.5,Los Angeles,Paid,Bank Transfer,2025-03-25,1Y,365,2026-03-24,CUST0326
2025-03-28,Motor,960.0,1132.8,Phoenix,Paid,Bank Transfer,2025-03-28,1Y,365,2026-03-27,CUST0327
2025-01-14,Travel,874.0,1031.32,Los Angeles,Paid,Card,2025-01-14,1Y,365,2026-01-13,CUST0328
2025-02-21,Medical,930.0,1097.4,Chicago,Paid,Card,2025-02-21,1Y,365,2026-02-20,CUST0329
2025-07-21,Other,723.0,853.14,Seattle,Paid,Card,2025-07-21,1Y,365,2026-07-20,CUST0330
2025-07-19,Medical,762.0,899.16,Miami,Paid,Online,2025-07-19,1Y,365,2026-07-18,CUST0331
2025-05-16,Travel,1073.0,1266.14,Dallas,Paid,Card,2025-05-16,1Y,365,2026-05-15,CUST0332
2025-04-23,Medical,880.0,1038.4,Phoenix,Paid,Bank Transfer,2025-04-23,1Y,365,2026-04-22,CUST0333
2025-10-30,Medical,767.0,905.06,Boston,Pending,Bank Transfer,2025-10-30,1Y,365,2026-10-29,CUST0334
2025-06-17,Other,848.0,1000.64,Los Angeles,Refunded,Card,2025-06-17,1Y,365,2026-06-16,CUST0335
2025-10-22,Travel,834.0,984.12,Los Angeles,Paid,Online,2025-10-22,1Y,365,2026-10-21,CUST0336
2025-12-17,Travel,809.0,954.62,New York,Paid,Cash,2025-12-17,1Y,365,2026-12-16,CUST0337
2025-04-26,Medical,817.0,964.06,Phoenix,Paid,Card,2025-04-26,3M,90,2025-07-24,CUST0338
2025-03-15,Medical,992.0,1170.56,Phoenix,Paid,Cash,2025-03-15,1Y,365,2026-03-14,CUST0339
2025-12-13,Medical,742.0,875.56,Dallas,Paid,Bank Transfer,2025-12-13,1Y,365,2026-12-12,CUST0340
2025-08-20,Medical,824.0,972.32,Los Angeles,Failed,Card,2025-08-20,1Y,365,2026-08-19,CUST0341
2025-04-16,Motor,887.0,1046.66,New York,Pending,Cash,2025-04-16,1Y,365,2026-04-15,CUST0342
2025-08-15,Travel,916.0,1080.88,Miami,Paid,Cash,2025-08-15,1Y,365,2026-08-14,CUST0343
2025-07-07,Medical,1053.0,1242.54,Boston,Refunded,Card,2025-07-07,1Y,365,2026-07-06,CUST0344
2025-11-26,Motor,1070.0,1262.6,,Paid,Online,2025-11-26,1Y,365,2026-11-25,CUST0345
2025-04-04,Medical,819.0,966.42,New York,Paid,Bank Transfer,2025-04-04,3M,90,2025-07-02,CUST0346
2025-12-27,Medical,916.0,1080.88,Los Angeles,Paid,Bank Transfer,2025-12-27,1Y,365,2026-12-26,CUST0347
2025-12-07,Medical,708.0,835.44,Chicago,Paid,Card,2025-12-07,1Y,365,2026-12-06,CUST0348
2025-03-07,Travel,947.0,1117.46,Los Angeles,Failed,Card,2025-03-07,6M,180,2025-09-02,CUST0349
2025-03-01,Other,761.0,897.98,Los Angeles,Paid,Card,2025-03-01,1Y,365,2026-02-28,CUST0350
2025-07-14,Medical,729.0,860.22,Miami,Paid,Bank Transfer,2025-07-14,6M,180,2026-01-09,CUST0351
2025-01-17,Motor,969.0,1143.42,Los Angeles,Paid,Bank Transfer,2025-01-17,1Y,365,2026-01-16,CUST0352
2025-04-19,Medical,771.0,909.78,Chicago,Failed,Cash,2025-04-19,1Y,365,2026-04-18,CUST0353
2025-06-08,Medical,891.0,1051.38,New York,Paid,Card,2025-06-08,3M,90,2025-09-05,CUST0354
2025-12-19,Medical,740.0,873.2,Atlanta,Paid,Cash,2025-12-19,1Y,365,2026-12-18,CUST0355
2025-12-28,Travel,999.0,1178.82,Chicago,Paid,Online,2025-12-28,6M,180,2026-06-25,CUST0356
2025-02-25,Travel,1006.0,1187.08,Los Angeles,Failed,Cash,2025-02-25,1Y,365,2026-02-24,CUST0357
2025-11-21,Travel,930.0,1097.4,New York,Paid,Cash,2025-11-21,6M,180,2026-05-19,CUST0358
2025-02-03,Travel,1035.0,1221.3,Miami,Paid,Online,2025-02-03,1Y,365,2026-02-02,CUST0359
2025-09-30,Medical,875.0,1032.5,Seattle,,Card,2025-09-30,1Y,365,2026-09-29,CUST0360
2025-11-04,Other,774.0,913.32,New York,Paid,Cash,2025-11-04,1Y,365,2026-11-03,CUST0361
2025-11-21,Travel,760.0,896.8,New York,Paid,Online,2025-11-21,3M,90,2026-02-18,CUST0362
2025-03-23,Motor,787.0,928.66,New York,Paid,Bank Transfer,2025-03-23,1Y,365,2026-03-22,CUST0363
2025-11-22,Motor,780.0,920.4,Phoenix,Paid,Card,2025-11-22,1Y,365,2026-11-21,CUST0364
2025-02-12,Travel,829.0,978.22,Atlanta,Paid,Online,2025-02-12,6M,180,2025-08-10,CUST0365
2025-07-08,Medical,785.0,926.3,Chicago,Paid,Card,2025-07-08,1Y,365,2026-07-07,CUST0366
2025-06-20,Medical,937.0,1105.66,Los Angeles,Paid,Card,2025-06-20,1Y,365,2026-06-19,CUST0367
2025-04-25,Other,759.0,895.62,Dallas,Paid,Card,2025-04-25,1Y,365,2026-04-24,CUST0368
2025-01-09,Travel,949.0,1119.82,Dallas,Paid,Bank Transfer,2025-01-09,1Y,365,2026-01-08,CUST0369
2025-10-09,Medical,833.0,982.94,Los Angeles,Failed,Card,2025-10-09,1Y,365,2026-10-08,CUST0370
2025-05-03,Motor,975.0,1150.5,New York,Paid,Bank Transfer,2025-05-03,1Y,365,2026-05-02,CUST0371
2025-08-29,Travel,905.0,1067.9,Chicago,Paid,Online,2025-08-29,1Y,365,2026-08-28,CUST0372
2025-05-30,Medical,1062.0,1253.16,Dallas,Paid,Bank Transfer,2025-05-30,1Y,365,2026-05-29,CUST0373
2025-05-17,Other,876.0,1033.68,Miami,Pending,Bank Transfer,2025-05-17,1Y,365,2026-05-16,CUST0374
2025-11-19,Motor,818.0,965.24,Miami,Paid,Online,2025-11-19,1Y,365,2026-11-18,CUST0375
2025-02-04,Motor,,,Seattle,Paid,Online,2025-02-04,1Y,365,2026-02-03,CUST0376
2025-09-26,Other,964.0,1137.52,Los Angeles,Paid,Card,2025-09-26,1Y,365,2026-09-25,CUST0377
2025-09-29,Medical,876.0,1033.68,Los Angeles,Paid,Card,2025-09-29,1Y,365,2026-09-28,CUST0378
2025-05-19,Medical,924.0,1090.32,New York,Pending,Bank Transfer,2025-05-19,1Y,365,2026-05-18,CUST0379
2025-04-06,Travel,888.0,1047.84,Seattle,Failed,Online,2025-04-06,1Y,365,2026-04-05,CUST0380
2025-01-02,Medical,822.0,969.96,Phoenix,Pending,Bank Transfer,2025-01-02,1Y,365,2026-01-01,CUST0381
2025-12-07,Motor,825.0,973.5,Los Angeles,Paid,Card,2025-12-07,1Y,365,2026-12-06,CUST0382
2025-12-11,Medical,1063.0,1254.34,New York,Paid,Cash,2025-12-11,6M,180,2026-06-08,CUST0383
2025-03-29,Motor,970.0,1144.6,Dallas,Paid,Cash,2025-03-29,1Y,365,2026-03-28,CUST0384
2025-01-12,Travel,738.0,870.84,Dallas,Pending,Bank Transfer,2025-01-12,6M,180,2025-07-10,CUST0385
2025-02-14,Motor,1085.0,1280.3,Miami,Failed,Online,2025-02-14,1Y,365,2026-02-13,CUST0386
2025-01-25,Motor,985.0,1162.3,Los Angeles,Failed,Cash,2025-01-25,1Y,365,2026-01-24,CUST0387
2025-10-30,Medical,720.0,849.6,Atlanta,Paid,Cash,2025-10-30,1M,30,2025-11-28,CUST0388
2025-11-21,Motor,991.0,1169.38,Dallas,Pending,Cash,2025-11-21,1Y,365,2026-11-20,CUST0389
2025-02-25,Other,936.0,1104.48,Miami,Paid,Cash,2025-02-25,1Y,365,2026-02-24,CUST0390
2025-09-29,Medical,1067.0,1259.06,Miami,Pending,Bank Transfer,2025-09-29,1Y,365,2026-09-28,CUST0391
2025-03-07,Medical,896.0,1057.28,Atlanta,Paid,Bank Transfer,2025-03-07,1Y,365,2026-03-06,CUST0392
2025-05-14,Medical,907.0,1070.26,Atlanta,Paid,Cash,2025-05-14,1Y,365,2026-05-13,CUST0393
2025-08-07,Motor,826.0,974.68,Phoenix,Paid,Bank Transfer,2025-08-07,1Y,365,2026-08-06,CUST0394
2025-09-20,Motor,828.0,977.04,Chicago,Failed,Bank Transfer,2025-09-20,1Y,365,2026-09-19,CUST0395
2025-11-15,Motor,947.0,1117.46,Chicago,Paid,Card,2025-11-15,1Y,365,2026-11-14,CUST0396
2025-01-17,Motor,1031.0,1216.58,Seattle,Paid,Cash,2025-01-17,1Y,365,2026-01-16,CUST0397
2025-03-13,Medical,1057.0,1247.26,Miami,Paid,Bank Transfer,2025-03-13,1Y,365,2026-03-12,CUST0398
2025-04-13,Other,1009.0,1190.62,New York,Paid,Card,2025-04-13,1Y,365,2026-04-12,CUST0399
2025-04-23,Motor,944.0,1113.92,New York,Failed,Card,2025-04-23,1Y,365,2026-04-22,CUST0400
2025-12-30,Motor,900.0,1062.0,Atlanta,Paid,Card,2025-12-30,6M,180,2026-06-27,CUST0401
2025-10-10,Medical,836.0,986.48,Atlanta,Paid,Online,2025-10-10,1Y,365,2026-10-09,CUST0402
2025-04-27,Medical,1007.0,1188.26,Boston,Pending,Online,2025-04-27,3M,90,2025-07-25,CUST0403
2025-12-20,Motor,827.0,975.86,Chicago,Paid,Bank Transfer,2025-12-20,1Y,365,2026-12-19,CUST0404
2025-07-01,Medical,807.0,952.26,Dallas,Paid,Card,2025-07-01,1Y,365,2026-06-30,CUST0405
2025-07-02,Medical,1048.0,1236.64,Seattle,Paid,Cash,2025-07-02,1Y,365,2026-07-01,CUST0406
2025-06-07,Medical,936.0,1104.48,Los Angeles,Paid,Bank Transfer,2025-06-07,6M,180,2025-12-03,CUST0407
2025-02-22,Motor,842.0,993.56,New York,Paid,Online,2025-02-22,3M,90,2025-05-22,CUST0408
2025-12-07,Motor,1046.0,1234.28,Boston,Paid,Card,2025-12-07,1Y,365,2026-12-06,CUST0409
2025-01-06,Medical,1086.0,1281.48,New York,Paid,Card,2025-01-06,1Y,365,2026-01-05,CUST0410
2025-03-05,Travel,827.0,975.86,Phoenix,Pending,Bank Transfer,2025-03-05,1Y,365,2026-03-04,CUST0411
2025-03-25,Other,909.0,1072.62,Miami,Pending,Card,2025-03-25,1Y,365,2026-03-24,CUST0412
2025-04-12,Motor,893.0,1053.74,Miami,Failed,Bank Transfer,2025-04-12,1Y,365,2026-04-11,CUST0413
2025-02-17,Travel,981.0,1157.58,Los Angeles,Paid,Cash,2025-02-17,1Y,365,2026-02-16,CUST0414
2025-01-07,Medical,1081.0,1275.58,Dallas,Paid,Card,2025-01-07,6M,180,2025-07-05,CUST0415
2025-09-04,Medical,919.0,1084.42,Los Angeles,Refunded,Card,2025-09-04,1Y,365,2026-09-03,CUST0416
2025-12-19,Travel,1020.0,1203.6,Seattle,Pending,Cash,2025-12-19,1Y,365,2026-12-18,CUST0417
2025-02-14,Medical,938.0,1106.84,Los Angeles,Paid,Online,2025-02-14,6M,180,2025-08-12,CUST0418
2025-04-18,Medical,1055.0,1244.9,Miami,Paid,Bank Transfer,2025-04-18,1Y,365,2026-04-17,CUST0419
2025-07-04,Other,862.0,1017.16,Dallas,Paid,Card,2025-07-04,1Y,365,2026-07-03,CUST0420
2025-12-04,Medical,854.0,1007.72,New York,Paid,Bank Transfer,2025-12-04,1Y,365,2026-12-03,CUST0421
2025-09-10,Medical,869.0,1025.42,Los Angeles,Paid,Bank Transfer,2025-09-10,6M,180,2026-03-08,CUST0422
2025-10-06,Motor,1099.0,1296.82,Dallas,Paid,Cash,2025-10-06,1Y,365,2026-10-05,CUST0423
2025-07-31,Motor,945.0,1115.1,New York,Failed,Bank Transfer,2025-07-31,1Y,365,2026-07-30,CUST0424
2025-06-01,Motor,761.0,897.98,New York,Paid,Card,2025-06-01,1Y,365,2026-05-31,CUST0425
2025-03-14,Travel,716.0,844.88,Houston,Paid,Cash,2025-03-14,1Y,365,2026-03-13,CUST0426
2025-11-11,Motor,908.0,1071.44,Atlanta,Paid,Bank Transfer,2025-11-11,1Y,365,2026-11-10,CUST0427
2025-10-20,Medical,,,Phoenix,Pending,Card,2025-10-20,6M,180,2026-04-17,CUST0428
2025-01-10,Medical,892.0,1052.56,Chicago,Pending,Bank Transfer,2025-01-10,1Y,365,2026-01-09,CUST0429
2025-09-18,Medical,924.0,1090.32,Boston,Paid,Online,2025-09-18,1Y,365,2026-09-17,CUST0430
2025-01-31,Motor,1020.0,1203.6,Houston,Paid,Cash,2025-01-31,1Y,365,2026-01-30,CUST0431
2025-09-26,Medical,907.0,1070.26,Chicago,Paid,Card,2025-09-26,1Y,365,2026-09-25,CUST0432
2025-10-28,Travel,1064.0,1255.52,Chicago,Pending,Cash,2025-10-28,1Y,365,2026-10-27,CUST0433
2025-02-17,Travel,955.0,1126.9,Los Angeles,Paid,Card,2025-02-17,1Y,365,2026-02-16,CUST0434
2025-06-07,Travel,993.0,1171.74,Los Angeles,Pending,Bank Transfer,2025-06-07,1Y,365,2026-06-06,CUST0435
2025-02-15,Motor,1013.0,1195.34,Miami,Paid,Bank Transfer,2025-02-15,1Y,365,2026-02-14,CUST0436
2025-07-26,Travel,951.0,1122.18,New York,Paid,Card,2025-07-26,1Y,365,2026-07-25,CUST0437
2025-12-04,Motor,720.0,849.6,Miami,Paid,Card,2025-12-04,1Y,365,2026-12-03,CUST0438
2025-01-30,Medical,871.0,1027.78,Los Angeles,Paid,Online,2025-01-30,6M,180,2025-07-28,CUST0439
2025-05-25,Medical,756.0,892.08,Chicago,Paid,Card,2025-05-25,3M,90,2025-08-22,CUST0440
2025-12-21,Travel,904.0,1066.72,New York,Paid,Online,2025-12-21,1Y,365,2026-12-20,CUST0441
2025-04-20,Other,757.0,893.26,Phoenix,Pending,Cash,2025-04-20,1Y,365,2026-04-19,CUST0442
2025-02-18,Medical,904.0,1066.72,Dallas,Paid,Bank Transfer,2025-02-18,1Y,365,2026-02-17,CUST0443
2025-06-27,Travel,837.0,987.66,Chicago,Refunded,Card,2025-06-27,1Y,365,2026-06-26,CUST0444
2025-07-05,Medical,708.0,835.44,New York,Paid,Card,2025-07-05,1Y,365,2026-07-04,CUST0445
2025-08-30,Other,750.0,885.0,Los Angeles,Paid,Card,2025-08-30,1Y,365,2026-08-29,CUST0446
2025-04-25,Other,901.0,1063.18,Seattle,Failed,Bank Transfer,2025-04-25,6M,180,2025-10-21,CUST0447
2025-12-14,Other,731.0,862.58,Los Angeles,Pending,Online,2025-12-14,1Y,365,2026-12-13,CUST0448
2025-07-09,Motor,1043.0,1230.74,Dallas,Paid,Online,2025-07-09,1Y,365,2026-07-08,CUST0449
2025-04-15,Motor,1004.0,1184.72,Los Angeles,Pending,Card,2025-04-15,1Y,365,2026-04-14,CUST0450
2025-12-16,Medical,984.0,1161.12,New York,Paid,Card,2025-12-16,1Y,365,2026-12-15,CUST0451
2025-12-03,Medical,769.0,907.42,Dallas,Paid,Card,2025-12-03,1Y,365,2026-12-02,CUST0452
2025-07-01,Medical,1019.0,1202.42,,Paid,Online,2025-07-01,6M,180,2025-12-27,CUST0453
2025-01-10,Medical,954.0,1125.72,New York,Paid,Card,2025-01-10,1Y,365,2026-01-09,CUST0454
2025-08-06,Travel,856.0,1010.08,Boston,Paid,Card,2025-08-06,1Y,365,2026-08-05,CUST0455
2025-07-22,Travel,700.0,826.0,New York,Paid,Bank Transfer,2025-07-22,1Y,365,2026-07-21,CUST0456
2025-02-23,Motor,912.0,1076.16,Chicago,Failed,Bank Transfer,2025-02-23,6M,180,2025-08-21,CUST0457
2025-08-19,Travel,1019.0,1202.42,Chicago,Failed,Card,2025-08-19,1Y,365,2026-08-18,CUST0458
2025-11-03,Travel,713.0,841.34,Houston,Pending,Cash,2025-11-03,1Y,365,2026-11-02,CUST0459
2025-02-08,Travel,721.0,850.78,Dallas,Pending,Card,2025-02-08,1Y,365,2026-02-07,CUST0460
2025-09-21,Medical,853.0,1006.54,New York,Paid,Card,2025-09-21,1Y,365,2026-09-20,CUST0461
2025-02-21,Motor,905.0,1067.9,Atlanta,Paid,Card,2025-02-21,1Y,365,2026-02-20,CUST0462
2025-09-30,Motor,890.0,1050.2,Miami,Paid,Card,2025-09-30,1Y,365,2026-09-29,CUST0463
2025-06-02,Medical,870.0,1026.6,Boston,Paid,Online,2025-06-02,1Y,365,2026-06-01,CUST0464
2025-01-03,Medical,802.0,946.36,Seattle,Paid,Bank Transfer,2025-01-03,1Y,365,2026-01-02,CUST0465
2025-12-18,Medical,724.0,854.32,Atlanta,Paid,Cash,2025-12-18,6M,180,2026-06-15,CUST0466
2025-03-02,Motor,712.0,840.16,Phoenix,Paid,Card,2025-03-02,1Y,365,2026-03-01,CUST0467
2025-08-05,Motor,739.0,872.02,Chicago,Paid,Cash,2025-08-05,6M,180,2026-01-31,CUST0468
2025-03-08,Other,976.0,1151.68,Chicago,Paid,Online,2025-03-08,1Y,365,2026-03-07,CUST0469
2025-12-06,Motor,1015.0,1197.7,Miami,Paid,Card,2025-12-06,1Y,365,2026-12-05,CUST0470
2025-09-26,Travel,874.0,1031.32,Chicago,Paid,Online,2025-09-26,1Y,365,2026-09-25,CUST0471
2025-10-20,Other,731.0,862.58,Dallas,Failed,Bank Transfer,2025-10-20,1Y,365,2026-10-19,CUST0472
2025-06-07,Motor,866.0,1021.88,New York,Paid,Cash,2025-06-07,1Y,365,2026-06-06,CUST0473
